,id,title,tags
2207,1890,Children of a Lesser God,"jame is a new speech teacher at a school for the deaf. he fall for sarah, a pupil who decid to stay on at the school rather than ventur into the big bad world. she shun him at first, refus to read hi lip and onli use signs. will her feel chang over time? drama romanc randahain"
2208,1955,The Elephant Man,"a victorian surgeon rescu a heavili disfigur man be mistreat by hi ""owner"" as a side-show freak. behind hi monstrou façade, there is reveal a person of great intellig and sensitivity. base on the true stori of joseph merrick (call john merrick in the film), a sever deform man in 19th centuri london. drama histori davidlynch"
2209,39437,Beloved,"after paul d. find hi old slave friend seth in ohio and move in with her and her daughter denver, a strang girl come along by the name of ""beloved"". seth and denver take her in and then strang thing start to happen... drama thriller jonathandemm"
2210,11932,Bride of Chucky,"chucki hook up with anoth murder doll, the bridal gown-clad tiffany, for a rout 66 murder spree with their unwit hosts. horror comedi ronnyyu"
2211,6435,Practical Magic,"salli and gillian owens, born into a magic family, have mostli avoid witchcraft themselves. but when gillian' viciou boyfriend, jimmi angelov, die unexpectedly, the owen sister give themselv a crash cours in hard magic. with policeman gari hallet grow suspicious, the girl struggl to resurrect angelov -- and unwittingli inject hi corps with an evil spirit that threaten to end their famili line. drama fantasi comedi griffindunn"
2212,108316,The Alarmist,"young tommi hudler decid to becom a secur system salesman, and is an instant success. everyth seem to be go great until he discov there' more to thi busi and hi boss heinrich than he previous suspected. comedi evandunski"
2213,10683,Happiness,"the live of mani individu connect by the desir for happiness, often from sourc usual consid dark or evil. comedi drama toddsolondz"
2214,63709,Reach The Rock,"a small town troublemak (alessandro nivola), directionless and alienated, end up spend a night in a jail cell, where he and the polic chief (william sadler) engag in a battl of will and wit. comedi drama williamryan"
2215,9445,Apt Pupil,neighborhood boy todd bowden discov that an old man live on hi block name arthur denker is nazi war criminal. bowden confront denker and offer him a deal: bowden will not go to the author if denker tell him stori of the concentr camp in wwii... drama thriller bryansing
2216,2657,Pleasantville,"geeki teenag david and hi popular twin sister, jennifer, get suck into the black-and-whit world of a 1950 tv sitcom call ""pleasantville,"" and find a world where everyth is peachi keen all the time. but when jennifer' modern attitud disrupt pleasantville' peac but bore routine, she liter bring color into it life. fantasi drama comedi garyross"
2217,9425,Soldier,"sergeant todd is a veteran soldier for an elit group of the arm forces. after be defeat by a new breed of genet engin soldiers, he is dump on a wast planet and left for dead. he soon interact with a group of crash survivor who lead out a peac existence. the peac is broken as the new soldier land on the planet to elimin the colony, which sergeant todd must defend. action war sciencefict paulw.s.anderson"
2218,32326,The Cruise,"affection portrait of tim ""speed"" levitch, a tour guid for manhattan' gray line double-deck buses. he talk fast, is in love with the city, and dispens histor facts, architectur analysis, and philosoph muse in equal measures. he' reflect and funni about cruising: he love it, got in it to meet women, and he'd quit work if he could. hi person life is disclos in small documentari bennettmil"
2219,637,Life Is Beautiful,a touch stori of an italian book seller of jewish ancestri who live in hi own littl fairi tale. hi creativ and happi life would come to an abrupt halt when hi entir famili is deport to a concentr camp dure world war ii. while lock up he tri to convinc hi son that the whole thing is just a game. comedi drama robertobenigni
2220,8675,Orgazmo,"joe young is a devout mormon live in l.a. tri to rais enough money to go back to utah and marri hi girlfriend, lisa. joe is spread the word about the church of latter day saint one day when he' confront by two burli bodyguards. a scuffl break out, and joe' martial art skill impress maxxx orbison, who direct pornograph movies. comedi treypark"
2221,125762,Shattered Image,"confus realiti surfac in thi paranoid film deal with the fragil natur of a young woman (ann parillaud) recov from rape and an appar attempt suicide. in one reality, she is a killer destroy of men. in anoth she is the new wife on a jamaican honeymoon with her husband (william baldwin), who is tri to help her recover. which is real is the question as the stori unfolds. raúlruiz"
2222,20701,Tales from the Darkside: The Movie,"the first segment featur an anim mummi stalk select student victims; the second tale tell the stori of a ""cat from hell"" who cannot be kill and leav a trail of victim behind it; the third stori is about a man who wit a bizarr kill and promis never to tell what he saw and the ""in-between"" bit is the stori of a woman prepar to cook her newspap boy for supper. thriller comedi fantasi horror johnharrison"
2223,9945,Vampires,the church enlist a team of vampire-hunt to hunt down and destroy a group of vampir search for an ancient relic that will allow them to exist in sunlight. action drama fantasi horror thriller johncarpent
2224,73,American History X,"derek vineyard is parol after serv 3 year in prison for kill two thug who tri to break into/st hi truck. through hi brother, danni vineyard' narration, we learn that befor go to prison, derek wa a skinhead and the leader of a violent white supremacist gang that commit act of racial crime throughout l.a. and hi action greatli influenc danny. reform and fresh out of prison, derek sever contact with the gang and becom determin to keep danni from go down the same violent path as he did. drama tonykay"
2225,18603,Hands on a Hard Body: The Documentary,"hand on a hard body: the documentari is a 1997 film document an endur competit that took place in longview, texas. the yearli competit pit twenty-four contest against each other to see who can keep their hand on a pickup truck for the longest amount of time. whoever endur the longest without lean on the truck or squat win the truck. documentari s.r.bindler"
2226,46889,Living Out Loud,"dramat comedi about two unlik peopl who find each other while look for love. judith nelson (holli hunter) is suddenli singl after discov her husband of fifteen years, a success doctor (martin donovan), ha been have an affair with a younger woman. judith stews, plans, plot and fantasizes, but she can't decid what to do with her life until she goe out to a night club to see singer liz bailey (queen latifah), who is full of advic on life and love. while out on the town, judith is suddenli kiss by a total stranger, which open her eye to new possibl ... which is when she notic pat (danni de vito), the elev oper in her building. comedi drama romanc richardlagravenes"
2227,12888,Belly,"tommi brown and sincer are best friend as well as infam and ruthless crimin and shot-cal in the hood. respect by mani but fear by all. as the polic are close in on them and new player are look for a come up, will their reign last? crime drama hypewilliam"
2228,3033,Gods and Monsters,"it' 1957, and whale' heyday as the director of ""frankenstein,"" ""bride of frankenstein"" and ""the invis man"" is long behind him. retir and a semi-recluse, he live hi day accompani onli by imag from hi past. when hi dour housekeeper, hannah, hire a handsom young gardener, the flamboy director and simpl yard man develop an unlik friendship, which will chang them forever. drama billcondon"
2229,9882,The Siege,the secret us abduct of a suspect terrorist lead to a wave of terrorist attack in new york that lead to the declar of martial law. drama action thriller crime edwardzwick
2230,10663,The Waterboy,bobbi boucher is a water boy for a struggl colleg footbal team. the coach discov boucher' hidden rage make him a tackl machin whose bone-crush power might vault hi team into the playoffs. comedi frankcoraci
2231,4518,Elizabeth,"the stori of the ascens to the throne and the earli reign of queen elizabeth the first, the endless attempt by her council to marri her off, the cathol hatr of her and her romanc with lord robert dudley. drama histori shekharkapur"
2232,1808,Velvet Goldmine,"almost a decad ha elaps sinc bowiesqu glam-rock superstar brian slade stage hi own death and escap the spotlight of the london scene. now, investig journalist arthur stuart is on assign to uncov the truth of the enigmat slade' rise and fall. stuart, himself forg by the music of the 1970s, explor the larger-than-lif star who were onc hi idol and what ha becom of them sinc the turn of the new decade. drama music toddhayn"
2233,3600,I Still Know What You Did Last Summer,"unfinish busi with co juli jame bring the murder to the bahama to terror her and her friends, karla, tyrel and will, dure a vacation. can ray bronson who surviv a bloodi attack alongsid juli two summer ago, get to the island in time to save everyone? horror mysteri thriller dannycannon"
2234,17037,I'll Be Home for Christmas,"estrang from hi father, colleg student jake is lure home to new york for christma with the promis of receiv a classic porsch as a gift. when the bulli footbal team dump him in the desert in a santa suit, jake is left without identif or money to help him make the journey. meanwhile, hi girlfriend, allie, doe not know where he is, and accept a cross-countri ride from jake' rival, eddie. comedi famili arlenesanford"
2235,297,Meet Joe Black,"when the grim reaper come to collect the soul of megamogul bill parrish, he arriv with a proposition: host him for a ""vacation"" among the live in trade for a few more day of existence. parrish agrees, and use the pseudonym joe black, death begin take part in parrish' daili agenda and fall in love with the man' daughter. yet when black' holiday is over, so is parrish' life. fantasi drama mysteri martinbrest"
2236,5332,Dancing at Lughnasa,five unmarri sister make the most of their simpl exist in rural ireland in the 1930s. drama pato'connor
2237,21589,Hard Core Logo,"bruce macdonald follow punk bank hard core logo on a harrow last-gasp reunion tour throughout western canada. as magnet lead-sing joe dick hold the whole magilla togeth through sheer forc of will, all the tension and pitfal of life on the road come bubbl to the surface. drama comedi music brucemcdonald"
2238,8336,The Naked Man,no overview found. comedi thriller j.toddanderson
2239,11893,Runaway Train,a harden convict and a younger prison escap from a brutal prison in the middl of winter onli to find themselv on an out-of-control train with a femal railway worker while be pursu by the veng head of security. action thriller andreikonchalovski
2240,123056,Desert Bloom,"the stori involv rose chismore' youth. she flash back and rememb her coming-of-age. her recollect are sometim less than sweet, particularli those of her troubl and alcohol step-father. her memori of robin, her first-love, are much happier and she also recal her color aunt starr -- who' visit is fun but also detriment to her family' health. the set of 1950 la vegas' bomb test is increasingli signific to the develop of the story. drama famili eugenecorr"
2241,12223,The Stepford Wives,"the urban aspir photograph joanna eberhart move from manhattan to stepford, connecticut with her family. her husband walter eberhart decid to live in a calm suburb, but joanna did not like the neighborhood with beauti and perfect housewives. she becom friend of bobbi markow and charmain wimperis, and when they chang joanna tri to escape. horror mysteri sciencefict bryanforb"
2242,32081,The Pope of Greenwich Village,"charli and hi troublesom cousin pauli decid to steal $150000 in order to back a ""sure thing"" race hors that pauli ha insid inform on. the aftermath of the robberi get them into seriou troubl with the local mafia boss and the corrupt new york citi polic department. drama action comedi crime stuartrosenberg"
2243,14924,Sid & Nancy,"follow their breakout success in england, flagship punk rock band the sex pistol ventur out on their first u.s. tour. temperament bassist sid viciou take hi troubl girlfriend, nanci spungen, along for the ride. along the way, the couple' turbul relationship strain the patienc of bandmat johnni rotten and manag malcolm mclaren, while plung sid and nanci into the depth of drug addict and co-dependency. drama music romanc alexcox"
2244,10002,Mona Lisa,"georg ha just been releas from prison, and manag to get a job drive an expens call girl from custom to customer. initi they don't get on - he doesn't fit in with the high class custom simon services. will they ever get on? drama crime romanc neiljordan"
2245,41817,Heart Condition,"a bigot policeman is given the heart of a slain black defens lawyer,who return as a ghost to ask the cop to help take down the men who murder him fantasi comedi sciencefict jamesd.parriott"
2246,19426,Nights of Cabiria,"rome, 1957. a woman, cabiria, is rob and left to drown by her boyfriend, giorgio. rescued, she resum her life and tri her best to find happi in a cynic world. even when she think her struggl are over and she ha found happi and contentment, thing may not be what they seem. drama federicofellini"
2247,12560,The Big Chill,"kevin kline and glenn close star as harold and sarah cooper, a coupl whose marit troubl are put on hold while they host an unhappi reunion of former colleg pal gather for the funer of one of their own, a suicid victim name alex. as the weekend unfolds, the friend catch up with each other, play the music of their youth, reminisce, smoke marijuana, and pair off with each other. comedi drama lawrencekasdan"
2248,9798,Enemy of the State,"hotshot washington lawyer, robert dean becom a victim of high-tech ident theft when a hacker slip an incrimin video into hi pocket. soon, a rogu nation secur agent set out to recov the tape – and destroy dean. action drama thriller tonyscott"
2249,14444,The Rugrats Movie,"tommi face respons when dil, hi new babi brother, is born. as with all newborns, the child becom a bane to tommi and the rest of hi gang. they decid to return dil to where he came from, the hospital, but they get lost along the way. can they find their way home and can tommi and dil learn to get along? anim famili nortonvirgien igorkovalyov"
2250,9487,A Bug's Life,"on behalf of ""oppress bug everywhere,"" an invent ant name flik hire a troup of warrior bug to defend hi bustl coloni from a hord of freeload grasshopp led by the evil-mind hopper. adventur anim comedi famili johnlasset"
2251,9466,Celebrity,"the career and person life of writer lee are at a standstill, so he divorc hi bash wife, robin, and dive into a new job as an entertain journalist. hi assign take him to the swankiest corner of manhattan, but as he jump from one lavish parti to anoth and engag in numer empti romances, he start to doubt the worth of hi work. meanwhile, top tv produc toni fall for robin and introduc her to the world of celebrity. drama comedi woodyallen"
2252,666,Central Station,"an emot journey of a former school teacher, who write letter for illiter people, and a young boy, whose mother ha just died, as they search for the father he never knew. drama waltersal"
2253,2042,Savior,a harden mercenari in the foreign legion begin to find hi own human when confront with atroc dure the fight in bosnia histori drama war predragantonijević
2254,10162,Waking Ned,"when a lotteri winner die of shock, hi fellow townsfolk attempt to claim the money. comedi romanc kirkjon"
2255,309,The Celebration,"a grandios parti to celebr a sixtieth birthday unleash a famili drama with all the lie that conceal horrend secrets. the eldest son, christian, stage a showdown with the popular pater familias; hi provocative, move after-dinn speech dislodg all the masks, which final fall complet as the father-son conflict intensifi and the bewild guest look on. drama thomasvinterberg"
2256,692,Pink Flamingos,"notori baltimor crimin and underground figur divin goe up against conni &amp; raymond marble, a sleazi marri coupl who make a passion attempt to humili her and seiz her tabloid-given titl as ""the filthiest person alive"". horror comedi crime johnwat"
2257,24018,Glen or Glenda,"a psychiatrist tell two stories: one of a transvestit (glen or glenda), the other of a pseudohermaphrodit (alan or anne). comedi drama edwardd.woodjr."
2258,1678,Godzilla,"japan is thrown into a panic after sever ship explod and are sunk near odo island. an expedit to the island led by paleontologist professor kyohei yemani soon discov someth more devast than imagin in the form of a 164 foot tall monster whom the nativ call gojira. now the monster begin a rampag that threaten to destroy not onli japan, but the rest of the world as well. thriller horror sciencefict ishirôhonda"
2259,39256,Godzilla 1985,"origin releas in japan as ""the return of godzilla"" in 1984, thi is the heavili re-edited, re-titl ""godzilla 1985"". ad in new footag of raymond burr, thi 16th godzilla film ignor all previou sequel and serv as a direct follow-up to the 1956 ""godzilla king of the monsters"", which also featur scene with burr edit into 1954' ""godzilla"". thi film restor the darker tone of the original, as we wit the nuclear destruct of giant lizard terror japan. action drama horror sciencefict thriller kojihashimoto r.j.kizer"
2260,1680,King Kong vs. Godzilla,"after a 7 year hiatus, godzilla return to the screen to take on king kong in the 3rd film in the godzilla franchise. a pharmaceut compani captur king kong and bring him to japan, where he escap from captiv and battl a recent reviv godzilla. action adventur sciencefict ishirôhonda"
2261,244,King Kong,an adventur film about a film crew in search of a monster on a remot island. the crew find king kong and decid to take him back to new york as a money make spectacle. the film is a masterpiec of stop-mot in filmmak histori and inspir a line of king kong films. action adventur drama horror merianc.coop ernestb.schoedsack
2262,10730,King Kong,"in thi remak of the 1933 classic about the giant ape, an oil compani expedit disturb the peac of kong and bring him back to new york to exploit him. even though a woman somewhat tame kong, he final break loos and terror the city, and as the militari attempt to stop him, he fall to hi death from the top of the world trade center. adventur drama johnguillermin"
2263,31947,King Kong Lives,kong fall from the twin tower and he appear to be alive! action horror johnguillermin
2264,8130,Desperately Seeking Susan,"roberta is a bore suburban housewif who is fascin with a woman, susan, she onli know about by read messag to and from her in the person section of the newspaper. thi fascin reach a peak when an ad with the headlin ""desper seek susan"" propos a rendezvous. roberta goe too, and in a seri of event involv amnesia and mistaken identity, step into susan' life. comedi susanseidelman"
2265,11532,The Emerald Forest,"for ten years, engin bill markham ha search tirelessli for hi son tommi who disappear from the edg of the brazilian rainforest. miraculously, he find the boy live among the reclus amazon tribe who adopt him. and that' when bill' adventur truli begins. for hi son is now a grown tribesman who move skill through thi beautiful-but-danger terrain, fear onli of those who would exploit it. and as bill attempt to ""rescue"" him from the savageri of the untam jungle, tommi challeng bill' idea of true civil and hi notion about who need rescuing. action adventur drama johnboorman"
2266,9749,Fletch,"a verit chameleon, investig report irwin ""fletch"" fletcher might drive hi editor up the wall, but he alway produc great piec for the newspaper. when hi next stori is about the drug trade take place on the beach, fletch goe undercov as a homeless man. unawar of fletch' true identity, businessman alan stanwyk offer fletch $50,000 to kill him. intrigued, fletch decid to unearth the full stori behind the offer. comedi crime mysteri michaelritchi"
2267,14628,Fletch Lives,"fletch is a fish out of water in small-town louisiana, where he' check out a tumbledown mansion he' inherited. when a woman he flirt with turn up dead, fletch becom a suspect and must find the killer and clear hi name. in the meantime, he' got some seriou home-ownership issues, such as termit and weird neighbors. comedi crime mysteri michaelritchi"
2268,9626,Red Sonja,"the tyrant gedren seek the total power in a world of barbarism. she raid the citi hablac and kill the keeper of a talisman that give her great power. red sonja, sister of the keeper, set out with her magic sword to overthrow gedren. adventur fantasi action richardfleisch"
2269,13698,Gung Ho,"when a western pennsylvania auto plant is acquir by a japanes company, broker auto worker hunt stevenson face the tricki challeng of mediat the assimil of two clash corpor cultures. at one end is the japanes plant manag and the sycoph who is angl for hi position. at the other, a number of disgruntl long-tim union member struggl with the new exig of japanes qualiti control. comedi drama ronhoward"
2270,10466,The Money Pit,"after be evict from their manhattan apartment, a coupl buy what look like the home of their dream – onli to find themselv saddl with a bank-account-drain nightmare. struggl to keep their relationship togeth as their rambl mansion fall to piec around them, the two watch in hilari horror as everyth – includ the kitchen sink – disappear into the 'money pit'. comedi romanc richardbenjamin"
2271,707,A View to a Kill,a newli develop microchip design by zorin industri for the british govern that can surviv the electromagnet radiat caus by a nuclear explos ha land in the hand of the kgb. jame bond must find out how and why. hi suspicion soon lead him to big industri leader max zorin. adventur action thriller johnglen
2272,11954,Lifeforce,a space shuttl mission investig halley' comet bring back a malevol race of space vampir who transform most of london' popul into zombies. the onli survivor of the expedit and british author attempt to captur a mysteri but beauti alien woman who appear responsible. fantasi horror sciencefict thriller tobehoop
2273,9336,Police Academy,"new rule enforc by the ladi mayoress mean that sex, weight, height and intellig need no longer be a factor for join the polic force. thi open the floodgat for all and sundri to enter the polic academy, much to the chagrin of the instructors. not everyon is there through choice, though. social misfit mahoney ha been forc to sign up as the onli altern to a jail sentenc and it doesn't take long befor he fall foul of the boorish lieuten harris. but befor long, mahoney realis that he is enjoy be a polic cadet and decid he want to stay... while harri decid he want mahoney out! comedi crime hughwilson"
2274,10157,Police Academy 2: Their First Assignment,"offic carey mahoney and hi cohort have final graduat from the polic academi and are about to hit the street on their first assignment. question is, are they readi to do battl with a band of graffiti-tag terrorists? time will tell, but don't sell short thi cheer band of doltish boy in blue. comedi crime jerrypari"
2275,12118,Police Academy 3: Back in Training,"when polic fund is cut, the governor announc he must close one of the academies. to make it fair, the two polic academi must compet against each other to stay in operation. mauser persuad two offic in lassard' academi to better hi odds, but thing don't quit turn out as expected... comedi crime jerrypari"
2276,10587,Police Academy 4: Citizens on Patrol,"a new batch of recruit arriv at polic academy, thi time a group of civilian volunt who have join command lassard' new citizen on patrol program. although the commun relat project ha strong government support, a disgust captain harri is determin to see it fail. comedi crime jimdrak"
2277,11825,Police Academy 5: Assignment Miami Beach,"the polic academi misfit travel to miami, florida for their academy' command officer, lassard, to receiv a prestigi lifetim award pend hi retirement, which take a turn involv a group of jewel thiev after their stolen loot that lassard unknowingli ha in hi possession. comedi crime alanmyerson"
2278,11895,Police Academy 6: City Under Siege,"our favourit polic men are call togeth to deal with a gang who rob bank and jewelers. use their variou talent as well as their extraordinari luck, the crook stand no chanc against our men and women wear blue.. comedi crime peterbonerz"
2279,9447,Babe: Pig in the City,"babe, fresh from hi victori in the sheepherd contest, return to farmer hoggett' farm, but after farmer hoggett is injur and unabl to work, babe ha to go to the big citi to save the farm. adventur comedi drama famili fantasi georgemil"
2280,12257,Home Fries,"dorian and angu chase down their woman stepfath with a helicopter, frighten him to death. in hi effort to cover their tracks, dorian begin investig hi stepfather' mistress, sally. she work at a fast-food drive-through, she' pregnant and dorian quickli fall in love with her. unfortunately, hi scheme mother want salli dead. and salli isn't sure she want dorian to be her child' father and also hi brother. drama comedi romanc deanparisot"
2281,37536,Ringmaster,"jerri springer star as more or less himself, the host of a raunchy, controversi and popular lo angel talk show which featur everyday peopl with problem and who frequent vent thrir problem on the air. comedi neilabramson"
2282,10029,Very Bad Things,"kyle fisher ha one last night to celebr life as a singl man befor marri laura, so he set out to vega with four of hi best buddies. but a drug and alcohol fill night on the town with a stripper who goe all the way, turn into a cold night in the desert with shovel when the stripper goe all the way into a bodi bag after die in their bathroom. and that' just the first of the bodi to pile up befor kyle can walk down the aisle... comedi crime thriller peterberg"
2283,27104,Steam: The Turkish Bath,francesco and marta run a husband-and-wif design compani in rome. when francesco' aunt die in instanbul he travel there to sort out the hamam turkish steam bath that she left him. he find a love and warmth in hi realtives' instanbul home that is miss from hi life in italy. drama ferzanozpetek
2284,11252,Psycho,"crimin on the run, marion crane take refug at the motel oper by norman bate - a troubl man whose victim encount a grisli fate at the hand of hi ""mother."" marion soon becom the next victim and her disappear prompt inquiri from her sister and a privat investigator. they both soon discov the morbid bond link norman to hi mysteri ""mother"" at the bate motel. horror mysteri thriller gusvans"
2285,8545,Little Voice,"after the death of her father, littl voic or lv becom a virtual recluse, never go out and hardli ever say a word. she just sit in her bedroom listen to her father' collect of old record of shirley bassey, marilyn monro and variou other famou femal singers. but at night time, lv sings, imit these great singer with surpris accuracy. one night she is overheard by one of her mother' boyfriends, who happen to be a talent agent. he manag to convinc her that her talent is special and arrang for her to perform at the local night club, but sever problem arise. comedi drama markherman"
2286,10223,A Simple Plan,"captiv by the lure of sudden wealth, the quiet rural live of two brother erupt into conflict of greed, paranoia and distrust when over $4 million in cash is discov at the remot site of a down small airplane. their simpl plan to retain the money while avoid detect open a pandora' box when the fear of get caught trigger panick behavior and lead to virul consequ drama crime thriller samraimi"
2287,9745,Jack Frost,"a father, who can't keep hi promises, die in a car accident. one year later, he return as a snowman, who ha the final chanc to put thing right with hi son befor he is gone forever. comedi famili drama fantasi troymil"
2288,200,Star Trek: Insurrection,"when an alien race and faction within starfleet attempt to take over a planet that ha ""regenerative"" properties, it fall upon captain picard and the crew of the enterpris to defend the planet' peopl as well as the veri ideal upon which the feder itself wa founded. sciencefict action adventur thriller jonathanfrak"
2289,9837,The Prince of Egypt,"thi is the extraordinari tale of two brother name mose and ramses, one born of royal blood, and one an orphan with a secret past. grow up the best of friends, they share a strong bond of free-spirit youth and good-natur rivalry. but the truth will ultim set them at odds, as one becom the ruler of the most power empir on earth, and the other the chosen leader of hi people! their final confront will forev chang their live and the world. adventur anim drama famili music brendachapman stevehickn simonwel"
2290,11545,Rushmore,"when a beauti first-grad teacher arriv at a prep school, she soon attract the attent of an ambiti teenag name max, who quickli fall in love with her. max turn to the father of two of hi schoolmat for advic on how to woo the teacher. however, the situat soon get complic when max' new friend becom involv with her, set the two pal against one anoth in a war for her attention. comedi drama wesanderson"
2291,1934,Shakespeare in Love,"young shakespear is forc to stage hi latest comedy, ""romeo and ethel, the pirate' daughter,"" befor it' even written. when a love noblewoman audit for a role, they fall into forbidden love -- and hi play find a new life (and title). as their relationship progresses, shakespeare' comedi soon transform into tragedy. romanc histori johnmadden"
2292,110643,Mass Appeal,a young seminarian rattl the establish order at a cathol parish run by an older pastor. (tcm.com) drama glenna.jordan
2293,11881,Miracle on 34th Street,"kri kringle, seemingli the embodi of santa claus, is ask to portray the jolli old fellow at macy' follow hi perform in the thanksgiv day parade. hi portray is so complet mani begin to question if he truli is santa clau while other question hi sanity. drama famili georgeseaton"
2294,13764,Santa Claus: The Movie,"the first half of thi film, set hundr of year ago, show how the old man who eventu becam santa clau wa given immort and chosen to deliv toy to all the children of the world. the second half move into the modern era, in which patch, the head elf, strike out on hi own and fall in with an evil toy manufactur who want to corner the market and elimin santa claus. famili fantasi adventur sciencefict comedi jeannotszwarc"
2295,24951,Prancer,"jessica, the daughter of an impoverish appl farmer, still believ in santa claus. so when she come across a reindeer with an injur leg, it make perfect sens to her to assum that it is prancer, who had fallen from a christma display in town. she hide the reindeer in her barn and feed it cookies, until she can return it to santa. her father find the reindeer an decid to sell it to the butcher, not for venison chops, but as an advertis display. drama famili fantasi johnd.hancock"
2296,8879,Pale Rider,a small gold mine camp is terroris by a ruthless land owner want to take their land. clint eastwood arriv ride a pale hors just as a young girl is pray to god to help the miners. he is reveal to be a preacher with mysteri and possibl otherworldli origin who team up with the miner to defeat the land owner and the corrupt sheriff. romanc western clinteastwood
2297,1369,Rambo: First Blood Part II,john rambo is releas from prison by the govern for a top-secret covert mission to the last place on earth he'd want to return - the jungl of vietnam. action adventur thriller war georgep.cosmato
2298,1368,First Blood,"when former green beret john rambo is harass by local law enforc and arrest for vagrancy, the vietnam vet snaps, run for the hill and rat-a-tat-tat hi way into the action-movi hall of fame. hound by a relentless sheriff, rambo employ heavy-hand guerilla tactic to shake the cop off hi tail. action adventur thriller war tedkotcheff"
2299,1370,Rambo III,"combat ha taken it toll on rambo, but he' final begun to find inner peac in a monastery. when rambo' friend and mentor col. trautman ask for hi help on a top secret mission to afghanistan, rambo declin but must reconsid when trautman is captured. action adventur thriller war petermacdonald"
2300,10303,The Jewel of the Nile,"joan wilder is thrust back into a world of murder, chases, foreign intrigue... and love. thi time out she' dupe by a duplicit arab dignitari who bring her to the middl east, ostens to write a book about hi life. of cours he' up to no good, and joan is just anoth pawn in hi wick game. but jack colton and hi sidekick ralph show up to help our intrepid heroin save the day. action adventur comedi romanc lewisteagu"
2301,9326,Romancing the Stone,"though she can spin wild tale of passion romance, novelist joan wilder ha no life of her own. then one day adventur come her way in the form of a mysteri package. it turn out that the parcel is the ransom she'll need to free her abduct sister, so joan fli to south america to hand it over. but she get on the wrong bu and wind up hopelessli strand in the jungle... action adventur comedi romanc robertzemecki"
2302,10328,Cocoon,"a group of alien return to earth to take back some cocoon of their peopl they left behind from an earlier trip. they kept the recov cocoon in the swim pool of a hous they rent in a small florida town. their mission is hamper by a number of old peopl from an elderli home nearby, who have been secretli use the pool and discov the unusu power of these cocoons. comedi drama sciencefict ronhoward"
2303,11285,Cocoon: The Return,"the old age pension that left at the end of the first film come back to earth to visit their relatives. will they all decid to go back to the planet where no-on grow old, or will they be tempt to stay back on earth, or will they? comedi drama sciencefict danielpetri"
2304,1367,Rocky II,"after rocki goe the distanc with champ apollo creed, both tri to put the fight behind them and move on. rocki settl down with adrian but can't put hi life togeth outsid the ring, while creed seek a rematch to restor hi reputation. soon enough, the ""master of disaster"" and the ""italian stallion"" are set on a collis cours for a climact battl that is brutal and unforgettable. drama sylvesterstallon"
2305,1371,Rocky III,"now the world champion, rocki balboa is live in luxuri and onli fight oppon who pose no threat to him in the ring. hi lifestyl of wealth and idl is shaken when a power young fighter known as clubber lang challeng him to a bout. after take a pound from lang, the humbl champ turn to former bitter rival apollo creed to help him regain hi form for a rematch with lang. drama sylvesterstallon"
2306,1374,Rocky IV,"rocki must come out of retir to battl a gargantuan soviet fighter name drago, who brutal punish rocky' friend and former rival, apollo creed. seek reveng in the name of hi fallen comrad and hi country, rocki agre to fight drago in moscow on christmas, and the bout chang both fighter -- and the world. drama sylvesterstallon"
2307,1375,Rocky V,"a lifetim of take shot ha end rocky' career, and a crook account ha left him broke. inspir by the memori of hi trainer, however, rocki find glori in train and take on an up-and-com boxer. drama johng.avildsen"
2308,15196,Clue,"clue find six color dinner guest gather at the mansion of their host, mr. boddi -- who turn up dead after hi secret is exposed: he wa blackmail all of them. with the killer among them, the guest and boddy' chatti butler must suss out the culprit befor the bodi count rises. comedi thriller crime mysteri jonathanlynn"
2309,11904,Young Sherlock Holmes,"sherlock holm and dr. watson meet as boy in an english board school. holm is known for hi deduct abil even as a youth, amaz hi classmat with hi abilities. when they discov a plot to murder a seri of british busi men by an egyptian cult, they move to stop it. action adventur crime drama famili mysteri thriller barrylevinson"
2310,215875,Violets Are Blue,"after fifteen year of travel around the world gussi (spacek), a famou photographer, return to the maryland coastal resort where she grew up jackfisk"
2311,15596,Back to School,"self-mad millionair thornton melon decid to get a better educ and enrol at hi son jason' college. while jason tri to fit in with hi fellow students, thornton struggl to gain hi son' respect, give way to hilari antics. comedi alanmett"
2312,13818,Heartburn,"rachel is a food writer at a new york magazin who meet washington columnist mark at a wed and end up fall in love with him despit her reserv about marriage. they buy a house, have a daughter, and rachel think they are live happili ever after until she discov that mark is have an affair while she is waddl around with a second pregnancy. comedi drama romanc mikenichol"
2313,29968,Nothing in Common,"on hi way up the corpor ladder, david basner confront hi greatest challenge: hi father. drama comedi romanc garrymarshal"
2314,44326,Extremities,"a woman escap from the man who is about to rape her, but leav her purs behind. afraid that her attack might come after her, she goe to the police, but with no proof of the incident, they can do nothing. in fact, the man doe use the inform in her bag and come to her apart with the intent of rape, but she spray him in the face with insect repellent, and then hold him captive. she is then face with decid whether to go to the polic who might not believ her and releas him, or to kill him. drama thriller robertm.young"
2315,1885,The Karate Kid,"hassl by the school bullies, daniel larusso ha hi share of adolesc woes. luckily, hi apart build hous a resid martial art master: kesuk miyagi, who agre to train daniel ... and end up teach him much more than self-defense. arm with newfound confidence, skill and wisdom, daniel ultim face off against hi tormentor in thi huge popular classic underdog tale. drama johng.avildsen"
